years,text_general_code,lat,lon
1,Other Assaults,39.929629,-75.185299
1,Thefts,40.044287,-75.149879
1,Theft from Vehicle,40.104225,-75.020825
1,Thefts,39.951374,-75.155198
1,Other Assaults,40.060881,-75.171271
1,Thefts,40.086513,-74.959431
1,Thefts,39.957944,-75.221196
1,Thefts,39.95314,-75.194351
1,Thefts,39.954146,-75.211966
1,Thefts,39.981016,-75.17574
1,Fraud,39.949859,-75.177626
1,Fraud,40.071791,-75.048839
1,Thefts,39.894728,-75.229306
1,Fraud,39.959978,-75.224918
1,Thefts,40.031809,-75.105435
1,Thefts,40.021334,-75.079396
1,Thefts,39.98524,-75.128426
1,Burglary Residential,40.044475,-75.175549
1,Thefts,40.074372,-75.160562
1,Theft from Vehicle,40.046523,-75.029809
1,All Other Offenses,40.078937,-74.966747
1,Narcotic / Drug Law Violations,40.031253,-75.021674
1,Theft from Vehicle,40.075031,-74.986153
1,Thefts,40.055096,-75.004388
1,Theft from Vehicle,40.087698,-74.959076
1,Theft from Vehicle,40.096028,-74.976784
1,All Other Offenses,40.062748,-75.02004
1,Thefts,40.087104,-75.022166
1,Theft from Vehicle,40.054823,-74.984225
1,Theft from Vehicle,40.063173,-74.996804
1,Vandalism/Criminal Mischief,40.079038,-75.02544
1,Other Assaults,39.929872,-75.161412
1,Gambling Violations,40.011086,-75.164415
1,Fraud,39.900717,-75.229902
1,Thefts,40.012714,-75.153815
1,Other Assaults,39.996873,-75.17381
1,Fraud,40.024991,-75.169281
1,Fraud,39.907406,-75.227832
1,Vandalism/Criminal Mischief,40.002069,-75.156171
1,Theft from Vehicle,40.025192,-75.183018
1,Other Assaults,39.939226,-75.162591
1,Aggravated Assault No Firearm,40.00531,-75.163422
1,Other Assaults,40.014628,-75.156656
1,Theft from Vehicle,40.025743,-75.181686
1,Rape,40.009664,-75.154135
1,Fraud,40.007701,-75.151655
1,Other Assaults,40.004467,-75.184698
1,Thefts,39.996791,-75.153987
1,Fraud,39.960464,-75.138911
1,Fraud,39.973793,-75.118694
1,Thefts,40.038936,-75.171609
1,Fraud,39.970432,-75.146568
1,Fraud,39.952542,-75.165286
1,Thefts,40.032661,-75.148682
1,Fraud,39.914644,-75.234869
1,Fraud,39.99214,-75.140211
1,Fraud,39.981973,-75.14444
1,Thefts,40.0095,-75.194344
1,Other Assaults,39.939536,-75.217632
1,Other Assaults,39.992454,-75.124402
1,Thefts,39.955018,-75.167992
1,Fraud,40.058554,-75.136501
1,Thefts,40.028957,-75.056977
1,Thefts,40.017408,-75.081204
1,Theft from Vehicle,40.054603,-75.188752
1,Fraud,40.073839,-75.194281
1,Fraud,40.05167,-75.174988
1,Fraud,40.046049,-75.156508
1,Other Assaults,40.044699,-75.13632
1,Other Assaults,39.999214,-75.110636
1,Thefts,39.971818,-75.125909
1,All Other Offenses,40.028265,-75.088214
1,Thefts,40.021372,-75.125907
1,Theft from Vehicle,39.983519,-75.119186
1,Fraud,39.949904,-75.143766
1,Fraud,39.960464,-75.138911
1,Fraud,39.925361,-75.177699
1,All Other Offenses,39.954481,-75.163258
1,Fraud,39.912695,-75.173431
1,Fraud,39.956813,-75.157146
1,Thefts,40.058371,-75.078433
1,Embezzlement,39.946864,-75.163452
1,Thefts,40.049908,-75.058137
1,Thefts,40.054803,-75.082716
1,Thefts,40.033061,-75.08774
1,Thefts,40.056034,-75.067538
1,Thefts,39.904728,-75.168675
1,Arson,40.028355,-75.206453
1,All Other Offenses,40.030704,-75.104215
1,Thefts,39.947904,-75.162403
1,Fraud,39.975205,-75.153127
1,Thefts,39.967898,-75.160216
1,Thefts,39.94553,-75.164951
1,Thefts,39.942046,-75.152868
1,Thefts,39.941135,-75.147727
1,Thefts,39.951374,-75.155198
1,Fraud,40.103093,-74.974878
1,Thefts,39.953891,-75.163143
1,Thefts,39.948756,-75.14406
1,Fraud,39.970126,-75.149994
1,Fraud,40.023941,-75.06282
1,Other Assaults,39.925898,-75.152631
1,Thefts,39.993148,-75.154717
1,Thefts,39.984371,-75.16266
1,All Other Offenses,39.957453,-75.197684
1,Thefts,39.953145,-75.170067
1,Fraud,40.034381,-75.076339
1,All Other Offenses,39.954261,-75.23247
1,Thefts,39.934025,-75.195486
1,Thefts,40.009675,-75.105813
1,Thefts,39.952192,-75.206969
1,Thefts,39.952073,-75.161485
1,Fraud,40.045212,-75.176081
1,Fraud,40.03653,-75.053397
1,Fraud,40.044304,-75.150487
1,Weapon Violations,39.998107,-75.125428
1,Fraud,40.022416,-75.078182
1,Thefts,39.941922,-75.145332
1,Fraud,40.02416,-75.087816
1,Other Assaults,40.040161,-75.176902
1,Robbery No Firearm,40.039574,-75.129769
1,Other Assaults,40.100978,-74.983819
1,Thefts,39.950012,-75.169248
1,Fraud,39.952141,-75.242874
1,Fraud,39.986762,-75.114431
1,Fraud,39.988185,-75.117562
1,Fraud,40.019294,-75.115288
1,All Other Offenses,40.068649,-75.087071
1,Fraud,39.927858,-75.174051
1,Fraud,39.918538,-75.185227
1,Fraud,39.927682,-75.180158
1,Other Assaults,39.917309,-75.154504
1,Thefts,40.111568,-74.972094
1,Fraud,39.963931,-75.161138
1,Fraud,39.951835,-75.167128
1,Thefts,39.946835,-75.164948
1,Motor Vehicle Theft,40.036102,-75.081772
1,Other Assaults,39.9488,-75.145116
1,Thefts,39.947278,-75.166719
1,Thefts,40.063243,-75.238669
1,Other Assaults,39.9513,-75.15455
1,Motor Vehicle Theft,39.963233,-75.225691
1,Motor Vehicle Theft,39.948381,-75.14414
1,Theft from Vehicle,40.085961,-75.031549
1,Thefts,39.951079,-75.165613
1,Thefts,39.995272,-75.239077
1,Fraud,40.063544,-75.047449
1,Robbery Firearm,39.979735,-75.176892
1,Thefts,39.991692,-75.137324
1,Other Assaults,39.978286,-75.268092
1,Robbery Firearm,40.044233,-75.125436
1,Other Assaults,39.993836,-75.140735
1,Rape,39.939363,-75.215331
1,Thefts,39.950131,-75.157647
1,Thefts,39.965145,-75.209357
1,Thefts,40.030092,-75.090199
1,Embezzlement,39.904459,-75.166591
1,Thefts,39.951377,-75.155228
1,Fraud,39.952586,-75.16523
1,Fraud,39.95255,-75.165287
1,Robbery No Firearm,39.970155,-75.179743
1,Rape,40.037665,-75.179171
1,Thefts,40.043684,-75.144486
